catalogNumber,createdBy,placeName,flagNotes,createdOn,associatedMedia,locationLat,locationLon,fromDate,rank,scientificName,commonName,state,district,observedInMonth
355014,Chief RedEarth,"Peppara Dam Road, Vithura, Kerala 695551, India",,05/10/2014,/d8ac6dc8-750b-43b3-8dd4-5dc9f3378542/170.JPG,8.667664528,77.09694672,15/09/2014,species,Arhopala centaurus (Fabricius 1775),Centaur Oakblue:English,KERALA,Thiruvananthapuram,September
15830344,Radhika G R,"Attingal, Kerala, India",,24/09/2020,/1ba99b96-4958-4b8f-84ee-69892dbe29ad/28031.jpg,8.6982226,76.8136569,23/09/2020,species,Junonia atlites Linnaeus 1763,,KERALA,Thiruvananthapuram,September
16699668,Felcia,"Tirunelveli, Tamil Nadu",,11/09/2021,/4ea4f827-97d7-4153-a5e0-ed3f93ebf718/87a6c23862a8411aaee053aa3ec51f5f.jpg,8.7139126,77.7566523,10/09/2021,species,Pachliopta aristolochiae (Fabricius 1775),Common Rose:English,TAMILNADU,Tirunelveli,September
15830744,Arsha J S,"Vamanapuram, Kerala, India",,24/09/2020,/b993c810-6051-4e6e-8630-42fa6f40e61f/28056.jpg,8.7200343,76.8980371,23/09/2020,species,Orsotriaena medus Fabricius 1775,,KERALA,Thiruvananthapuram,September
1614798,admin,,,09/03/2016,,8.72443,77.02478,07/09/2014,species,Prosotas nora (Felder 1860),,KERALA,Thiruvananthapuram,September
15845123,Chief RedEarth,"Palode, Kerala, India",,25/09/2020,/52b49c77-970d-454f-a55c-81f7dc79d85c/29107.jpg,8.7244337,77.024781,12/09/2020,species,Mycalesis mineus Linnaeus 1858,,KERALA,Thiruvananthapuram,September
353686,Chief RedEarth,"Palode, Kerala, India",,08/09/2014,/ae30b186-591a-4155-8069-f1a3c3d28608/663.JPG,8.724433899,77.02478027,07/09/2014,species,Prosotas nora (Felder 1860),Common Lineblue:English,KERALA,Thiruvananthapuram,September
330458,Gopakumar VR Namboothiri,"Valiyakadu-LPS Road, Mithirmala, Kerala 695610, India",,10/10/2013,/ed28d8a4-3581-4829-8779-1747597d93c7/578.JPG,8.726823807,76.93837738,13/09/2013,species,Caleta decidia Hewitson 1876,Angled Pierrot:English,KERALA,Thiruvananthapuram,September
16757601,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302",,25/09/2021,/96f4dd46-52f4-441b-aed6-94543f4bb94e/cc841faa83b542139700c06d757ce24f.JPG,8.8039579,76.7011822,24/09/2021,species,Pareronia valeria (Cramer (1776)),Common Wanderer:English,KERALA,Kollam,September
16747372,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302",,21/09/2021,/97ced96f-93c4-4767-93e7-7c7f73a3117d/b42acc2a921c44b1907c2b9b78ea09ad.JPG,8.8039579,76.7011822,19/09/2021,species,Catopsilia pomona (Fabricius 1775),Lemon Emigrant:English,KERALA,Kollam,September
16715938,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302",,16/09/2021,/c8a34e1d-6edc-40fb-9c11-aafb40f6d5db/a7f0b72e6c3242b7ba4c914c2663d52c.JPG,8.8039579,76.7011822,13/09/2021,species,Orsotriaena medus Fabricius 1775,Medus Brown:English,KERALA,Kollam,September
16713658,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302",,15/09/2021,/6f246d17-4274-4081-afdb-28ee8d2924f7/88129a6a2b7c402e9dc26be7d546fe72.JPG,8.8039579,76.7011822,13/09/2021,species,Papilio polytes Linnaeus 1758,Common Mormon:English,KERALA,Kollam,September
16700186,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302",,11/09/2021,/c6df98c2-2594-4175-b33b-9e275f3a5a06/3fdaaef322564d54ab866a9c9ad5575a.JPG,8.8039579,76.7011822,10/09/2021,species,Jamides celeno (Cramer (1775)),Common Cerulean:English,KERALA,Kollam,September
16700143,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302",,11/09/2021,/65e9c042-d0c6-45e8-b6eb-e932e32a0dbc/f634d066f5db4bbd9afe563970807cca.JPG,8.8039579,76.7011822,10/09/2021,species,Ypthima huebneri Kirby 1871,Common Four-ring:English,KERALA,Kollam,September
16699908,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302",,11/09/2021,/e921cd3d-f809-4396-83b0-ca16084882c7/cefd36f5d978418cb53d66bb5d1095eb.JPG,8.8039579,76.7011822,10/09/2021,species,Euthalia aconthea Cramer 1779,Common Baron:English,KERALA,Kollam,September
16699857,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302",,11/09/2021,/5e3a893b-d5f5-4a3e-82b5-2efba2990cde/977468a162de412aa1577422a85a520d.JPG,8.8039579,76.7011822,10/09/2021,species,Leptosia nina (Fabricius 1793),Psyche:English,KERALA,Kollam,September
16699839,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302",,11/09/2021,/c8ec131a-2106-4b8c-ab0d-f92c1710865f/6dd5d77dfece4b16a3e5cfac4d54ef74.JPG,8.8039579,76.7011822,10/09/2021,species,Eurema hecabe (Linnaeus 1758),Common Grass-yellow:English,KERALA,Kollam,September
16686345,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302",,07/09/2021,/fe42830e-6f74-4024-a4f7-bc70db31f4b8/50f7b8e363a645d1bd62388a13f3f59b.JPG,8.8039579,76.7011822,06/09/2021,species,Spalgis epeus (Westwood (1851)),Apefly:English,KERALA,Kollam,September
16686327,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302",,07/09/2021,/9fa62862-19f6-4137-aa80-3dc0faa28367/bff2e0a1dd5641139f00b5e5a85ef0d3.JPG,8.8039579,76.7011822,06/09/2021,species,Melanitis leda Linnaeus 1758,Common Evening Brown:English,KERALA,Kollam,September
16680788,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302",,05/09/2021,/f1158a20-9cd4-4d7c-804c-610ff10df9e0/cdbfb0057b574c8d92b42f2c40758148.JPG,8.8039579,76.7011822,04/09/2021,species,Cupha erymanthis Drury 1773,Rustic:English,KERALA,Kollam,September
16680770,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302",,05/09/2021,/d302054d-59fe-419e-ade9-bbeb86876859/d9e97239434f4873a410dea07005cd2e.JPG,8.8039579,76.7011822,04/09/2021,species,Junonia iphita Cramer 1782,Oriental Chocolate Pansy:English,KERALA,Kollam,September
16669161,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302",,03/09/2021,/03fc9e9a-a5c7-4cd4-8461-a675f4d9fac7/33db449e6d544019aa3a4eca66850aa7.JPG,8.8039579,76.7011822,02/09/2021,species,Papilio polytes Linnaeus 1758,Common Mormon:English,KERALA,Kollam,September
16669123,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302",,03/09/2021,/e06ea026-6f52-41c0-8ff0-de8338132b84/3a2791e870d04588b90df131a17a564f.JPG,8.8039579,76.7011822,02/09/2021,species,Jamides celeno (Cramer (1775)),Common Cerulean:English,KERALA,Kollam,September
16669107,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302",,03/09/2021,/3958c37f-d2c2-4212-8684-ab575a164103/e558e88fc51248a49257bd4d5bfe8b5f.JPG,8.8039579,76.7011822,02/09/2021,species,Junonia iphita Cramer 1782,Oriental Chocolate Pansy:English,KERALA,Kollam,September
15981952,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302, India",,06/10/2020,/c4d933e4-1b73-41f3-9d61-4002c789b3b6/36974.JPG,8.8039579,76.7011822,26/09/2020,species,Papilio polymnestor Cramer (1775),Blue Mormon:English,KERALA,Kollam,September
15981940,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302, India",,06/10/2020,/6a2234ac-2d84-4b08-9261-3c77fd87c724/36973.JPG,8.8039579,76.7011822,26/09/2020,species,Neopithecops zalmora (Butler (1870)),Common Quaker:English,KERALA,Kollam,September
15981648,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302, India",,06/10/2020,/b8618ea4-d60c-44fc-8cde-247ad23e1cff/36952.JPG,8.8039579,76.7011822,26/09/2020,species,Charaxes solon Fabricius 1793,Black Rajah:English,KERALA,Kollam,September
15764986,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302, India",,20/09/2020,/9f77d376-5415-4798-9e9b-3341c12bfc10/25089.JPG,8.8039579,76.7011822,19/09/2020,species,Euthalia aconthea Cramer 1779,Common Baron:English,KERALA,Kollam,September
15764976,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302, India",,20/09/2020,/fbe42599-b5a8-4eea-92ad-c4b013bee765/25088.JPG,8.8039579,76.7011822,19/09/2020,species,Orsotriaena medus Fabricius 1775,Medus Brown:English,KERALA,Kollam,September
15764966,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302, India",,20/09/2020,/e359b6ba-eaaa-481f-a09b-024cb25a8590/25087.JPG,8.8039579,76.7011822,19/09/2020,species,Mycalesis mineus Linnaeus 1858,Dark Brand Bush Brown:English,KERALA,Kollam,September
15764948,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302, India",,20/09/2020,/3593716e-669c-4345-8565-d7c3459e276a/25085.JPG,8.8039579,76.7011822,19/09/2020,species,Ypthima huebneri Kirby 1871,Common Four-ring:English,KERALA,Kollam,September
15718197,Gopakumar VR Namboothiri,"Bhoothakkulam, Kerala 691302, India",,18/09/2020,/0256deff-c7bf-4b76-8699-e7123385deb6/23338.JPG,8.8039579,76.7011822,17/09/2020,species,Euploea core Cramer 1780,Common Crow:English,KERALA,Kollam,September
1653138,admin,,,09/03/2016,,8.81566,77.01326,11/09/2014,species,Pantoporia hordonia Stoll 1790,,KERALA,Thiruvananthapuram,September
16738069,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,19/09/2021,/6045b49a-4d52-462b-aa64-25d63fc23bcb/fd5c6785db7d41be8b33a2f0e1e222f9.JPG,8.8199171,76.7051756,15/09/2021,species,Ypthima baldus Fabricius 1775,Common Five Ring:English,KERALA,Kollam,September
16715974,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,16/09/2021,/c25b66a5-58a3-4508-b798-dac5484dc9eb/53b25cf88d0d4bf792560ee4ebfd7469.JPG,8.8199171,76.7051756,13/09/2021,species,Talicada nyseus (Guérin-Méneville (1843)),Red Pierrot:English,KERALA,Kollam,September
16700307,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,11/09/2021,/ec9fec10-5064-41ad-b10f-42b2bcd9fe93/6ed98ffd3f8445baaf8fd275e09c9376.JPG,8.8199171,76.7051756,10/09/2021,species,Papilio demoleus Linnaeus 1758,Lime Butterfly:English,KERALA,Kollam,September
16700168,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,11/09/2021,/09f9d793-7583-4e32-a533-edf69c84a463/ed2633b1d13e4197a5ea349185b9c8a8.JPG,8.8199171,76.7051756,10/09/2021,species,Junonia iphita Cramer 1782,Oriental Chocolate Pansy:English,KERALA,Kollam,September
16700128,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,11/09/2021,/5efa95b9-ae72-4542-9ca4-9ff1a3aa22fe/718658a4b7074c1c86d07dbdc4e935f8.JPG,8.8199171,76.7051756,10/09/2021,species,Jamides celeno (Cramer (1775)),,KERALA,Kollam,September
16700072,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,11/09/2021,/1f88720b-2c22-4126-9b9f-80ec36634914/90d3ac726272479badb7bea2fbe2d63c.JPG,8.8199171,76.7051756,10/09/2021,species,Papilio polytes Linnaeus 1758,Common Mormon:English,KERALA,Kollam,September
16700008,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,11/09/2021,/acdad52e-b773-4090-bbe1-15f7be6c0647/617f9d2cc3764e3c9c19c9554af70a5a.JPG,8.8199171,76.7051756,10/09/2021,species,Ariadne merione Cramer 1779,Common Castor:English,KERALA,Kollam,September
16699950,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,11/09/2021,/c1866d46-14d6-43fc-97e8-fa71bd2319fe/3710164fa2574c8aa3295212abb9bc66.JPG,8.8199171,76.7051756,10/09/2021,species,Neptis hylas Linnaeus 1758,Common sailor:English,KERALA,Kollam,September
16699875,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,11/09/2021,/f323aa00-7af8-4d7f-a6f4-6e0f3f708c11/beb0d69dfba64bb3b4f348908ecb7937.JPG,8.8199171,76.7051756,10/09/2021,species,Melanitis leda Linnaeus 1758,Common Evening Brown:English,KERALA,Kollam,September
16689377,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,08/09/2021,/e80e9092-0833-48fd-887c-50145023098a/d0dffa4a10eb4d97838e5a68254ce9e4.JPG,8.8199171,76.7051756,06/09/2021,species,Elymnias malelas Hewitson 1863,Palmfly:English,KERALA,Kollam,September
16689359,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,08/09/2021,/91b20b07-9ee3-47a2-a77b-94da9bb6d374/af8ffef132104a96afdfd06dcaa90b14.JPG,8.8199171,76.7051756,06/09/2021,species,Tanaecia lepidea Butler 1868,Grey Count:English,KERALA,Kollam,September
16689341,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,08/09/2021,/eddaadb1-29fa-46aa-8ec9-8c320640aea2/67a3c26c672d4eff89cc233818f4c23d.JPG,8.8199171,76.7051756,07/09/2021,species,Melanitis leda Linnaeus 1758,Common Evening Brown:English,KERALA,Kollam,September
16689291,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,08/09/2021,/8f5d5cbd-d791-4370-95d9-a18933e56135/1587ac33c75a4276b69aa3c0a18ebada.JPG,8.8199171,76.7051756,07/09/2021,species,Catopsilia pyranthe (Linnaeus 1758),Mottled Emigrant:English,KERALA,Kollam,September
16689273,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,08/09/2021,/294ee4f3-8611-4205-b2a1-d3912c220f3b/588a6e1729c94fe792499fb4bd154f77.JPG,8.8199171,76.7051756,02/09/2021,species,Ariadne ariadne Linnaeus 1763,Angled Castor:English,KERALA,Kollam,September
16681086,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,05/09/2021,/559b65f4-e31a-4191-92fa-fa4a9e415cb7/471f893ffefb43ef85f222b2d9084709.JPG,8.8199171,76.7051756,04/09/2021,species,Mycalesis mineus Linnaeus 1858,Dark brand bush brown:English,KERALA,Kollam,September
16681067,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,05/09/2021,/3fee55cc-67fa-425d-8426-1a39c3298d53/3d833593be5b41e19a5e7edd58cfe74c.JPG,8.8199171,76.7051756,04/09/2021,species,Ypthima huebneri Kirby 1871,Common Four-ring:English,KERALA,Kollam,September
16680966,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,05/09/2021,/4f2a2da4-ded6-4c44-8203-bd5cd6a75773/9da07c3d73964286a27bbbeda3b66244.JPG,8.8199171,76.7051756,04/09/2021,species,Elymnias nesaea Linnaeus 1758,Palmfly:English,KERALA,Kollam,September
16680946,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,05/09/2021,/9438ee6a-ae44-411e-acd5-d943bc9a659b/dd1769e12c0340f0beccdc603361d621.JPG,8.8199171,76.7051756,04/09/2021,species,Arhopala pseudocentaurus (Doubleday 1847),Western Centaur Oakblue:English,KERALA,Kollam,September
16680926,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,05/09/2021,/211f740c-ca97-45e4-be1d-b984a09f8693/f49b9700b2a94d7897e3ba9888cb78a2.JPG,8.8199171,76.7051756,04/09/2021,species,Spindasis vulcanus (Fabricius 1775),Common Silverline:English,KERALA,Kollam,September
16680870,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,05/09/2021,/5ccc2464-c55b-41e3-8047-5e590c3ee2d8/64a75f5c7185491da25d1115b7a03e27.JPG,8.8199171,76.7051756,04/09/2021,species,Elymnias nesaea Linnaeus 1758,Palmfly:English,KERALA,Kollam,September
16680828,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,05/09/2021,/86c02c3b-9982-45d6-947a-f9f423f3ed91/7df904e794194b0bb3e1f566a1ab1f4a.JPG,8.8199171,76.7051756,04/09/2021,species,Rathinda amor (Fabricius 1775),Monkey Puzzle:English,KERALA,Kollam,September
16680808,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302",,05/09/2021,/a3283f62-3ba7-4023-9030-6dd19124bd19/1ab99b33f6074923b0d32f9af02ea05b.JPG,8.8199171,76.7051756,04/09/2021,species,Hypolimnas bolina Linnaeus 1758,Great Eggfly:English,KERALA,Kollam,September
15581102,Gopakumar VR Namboothiri,"Bhoothakulam, Kerala 691302, India",,14/09/2020,/386d1cd5-cd93-4ee6-a6b1-1973d3e152d5/18346.JPG,8.8199171,76.7051756,05/09/2020,species,Junonia iphita Cramer 1782,Chocolate Pansy:English,KERALA,Kollam,September
331480,Chief RedEarth,"Madathara, Kerala, India",,14/11/2013,/52d7164c-ea67-4ccd-82e1-c5a75d16848c/801.jpg,8.829910278,77.01918793,30/09/2012,species,Hebomoia glaucippe (Linnaeus 1758),Great Orange Tip:English,KERALA,Kollam,September
14960308,Navaneeth Sini George,"Kollam, Kerala, India",,21/05/2020,/621f3a9b-23c1-4a73-8e19-4faa2e403d1a/3750.jpg,8.870138531,76.60147178,25/09/2019,genus,Hypolimnas,,KERALA,Kollam,September
14960300,Navaneeth Sini George,"Mundakkal, Kollam, Kerala, India",,21/05/2020,/c5059a5a-6a14-4871-80dc-662d4400ce10/3748.jpg,8.870148356,76.60147104,25/09/2019,species,Hypolimnas bolina Linnaeus 1758,Great Eggfly:English,KERALA,Kollam,September
14960368,Navaneeth Sini George,"Shendurney Wild life division, Thenmala, 691308, India",,22/05/2020,/17889b28-96f5-4216-8402-b862c968eebf/3765.jpg,8.872504475,77.16370199,05/09/2019,species,Ypthima huebneri Kirby 1871,Common Four-ring:English,KERALA,Kollam,September
14960360,Navaneeth Sini George,"Shendurney Wild life division, Thenmala, 691308, India",,21/05/2020,/a4fad6ef-7d5f-4c9a-aaf3-653c0713150a/3763.jpg,8.89250146,77.14452024,05/09/2019,species,Papilio polymnestor Cramer (1775),Blue Mormon:English,KERALA,Kollam,September
14960352,Navaneeth Sini George,"Neduvannoorkadavu Kattalappara Rd, Kerala 691310, India",,21/05/2020,/13ba3208-c9f2-40c1-9932-0823a2d18cb2/3761.jpg,8.905588214,77.08405445,06/09/2019,species,Graphium sarpedon (Linnaeus 1758),Common Bluebottle:English,KERALA,Kollam,September
14960348,Navaneeth Sini George,"Neduvannoorkadavu Kattalappara Rd, Kerala 691310, India",,21/05/2020,/fbee05ac-e78f-492d-89cc-32aa4fa0339d/3760.jpg,8.907852525,77.09122021,06/09/2019,species,Parthenos sylvia Cramer 1775,Clipper:English,KERALA,Kollam,September
14960344,Navaneeth Sini George,"Kulathupuzha, Kerala 691310, India",,21/05/2020,/f67afe23-3465-498a-9e24-319100395222/3759.jpg,8.908076494,77.08360711,06/09/2019,species,Junonia iphita Cramer 1782,Chocolate Pansy:English,KERALA,Kollam,September
14960328,Navaneeth Sini George,"Thiruvanathapuram - Thenmala Road, Kulathupuzha, Kerala 691310, India",,21/05/2020,/143dd0cc-eba1-45d9-a0cb-7eb8597a74fa/3755.jpg,8.917076244,77.08512977,07/09/2019,species,Caleta decidia Hewitson 1876,Angled Pierrot:English,KERALA,Kollam,September
15821485,Sankar Thampuran M V,"Maranadu, Kerala 691505, India",,23/09/2020,/82e1aed4-78b3-4cc4-a5c5-33d927c58c2a/27527.jpg,9.0005354,76.7120064,07/09/2020,species,Eurema blanda (Boisduval 1836),Three Spot Grass Yellow:English,KERALA,Kollam,September
15821466,Sankar Thampuran M V,"Maranadu, Kerala 691505, India",,23/09/2020,/61326563-109a-4b6e-8b84-3b0c6cd4a0be/27526.jpg,9.0005354,76.7120064,22/09/2020,species,Leptosia nina (Fabricius 1793),Psyche:English,KERALA,Kollam,September
15821429,Sankar Thampuran M V,"Maranadu, Kerala 691505, India",,23/09/2020,/b5ef024a-a6a2-41cd-b1f8-a6e353542306/27524.jpg,9.0005354,76.7120064,22/09/2020,species,Tirumala septentrionis,Dark Blue Tiger:English,KERALA,Kollam,September
15821365,Sankar Thampuran M V,"Maranadu, Kerala 691505, India",,23/09/2020,/41aec8ee-af05-47e2-81bd-a9f167d177f3/27520.jpg,9.0005354,76.7120064,22/09/2020,species,Talicada nyseus (Guérin-Méneville (1843)),Red Pierrot:English,KERALA,Kollam,September
15821150,Sankar Thampuran M V,"Maranadu, Kerala 691505, India",,23/09/2020,/6f27e267-606f-4bec-b5fc-3d9f29b32118/27504.jpg,9.0005354,76.7120064,22/09/2020,species,Jamides celeno (Cramer (1775)),Common Cerulean:English,KERALA,Kollam,September
15821084,Sankar Thampuran M V,"Maranadu, Kerala 691505, India",,23/09/2020,/1d568fbe-b3ea-4f44-b2b6-dd84d0740259/27502.jpg,9.0005354,76.7120064,22/09/2020,species,Papilio polymnestor Cramer (1775),Blue Mormon:English,KERALA,Kollam,September
15578296,Sankar Thampuran M V,"Maranadu, Kerala 691505, India",,14/09/2020,,9.0005354,76.7120064,13/09/2020,species,Papilio polymnestor Cramer (1775),Blue Mormon:English,KERALA,Kollam,September
15542363,Sankar Thampuran M V,"Maranadu, Kerala 691505, India",,11/09/2020,/31981fb9-01ea-43b9-978f-dacab722a61e/16861.jpg,9.0005354,76.7120064,09/09/2020,species,Eurema blanda (Boisduval 1836),Three Spot Grass Yellow:English,KERALA,Kollam,September
15542277,Sankar Thampuran M V,"Maranadu, Kerala 691505, India",,11/09/2020,/02d24934-dfe4-498d-84ae-9295b73c5c32/16859.jpg,9.0005354,76.7120064,09/09/2020,species,Cupha erymanthis Drury 1773,Rustic:English,KERALA,Kollam,September
15542225,Sankar Thampuran M V,"Maranadu, Kerala 691505, India",,11/09/2020,/a65438f2-dba8-4924-b6e1-87afb62f0ffc/16852.jpg,9.0005354,76.7120064,10/09/2020,species,Pantoporia hordonia Stoll 1790,Common Lascar:English,KERALA,Kollam,September
15518234,Sankar Thampuran M V,"Maranadu, Kerala 691505, India",,09/09/2020,/0c988dee-97a7-4c39-8f7d-5f9d67112e43/16575.jpg,9.0005354,76.7120064,08/09/2020,species,Eurema blanda (Boisduval 1836),Three Spot Grass Yellow:English,KERALA,Kollam,September
15518208,Sankar Thampuran M V,"Maranadu, Kerala 691505, India",,09/09/2020,/cf73bca7-a4a1-49f1-a093-4e6bde89896c/16573.jpg,9.0005354,76.7120064,08/09/2020,species,Hypolimnas bolina Linnaeus 1758,,KERALA,Kollam,September
15894846,Navin P Mathew,"Paramukku Govindamangalam, Thalavoor, Kerala 691560, India",,28/09/2020,/cac9d492-eea4-492c-943f-f8cdcfce53c2/31744.jpg,9.027064,76.8045831,25/09/2020,species,Leptosia nina (Fabricius 1793),Psyche:English,KERALA,Kollam,September
17155369,Abhijith&Abhiram,"Thoduvakadu, Enadimangalam, Kerala",,29/03/2022,/373cb1a2-625c-479a-b3c8-3a96f413345a/e21432ef5bf54c77b74ac6b8da01a4bd.jpg,9.152690183,76.78672437,28/09/2021,species,Hypolimnas bolina Linnaeus 1758,Great Eggfly:English,KERALA,Pathanamthitta,September
16802806,Alyna Jacob ,"Adoor, Kerala",,29/09/2021,/bb8e6c8e-b896-43a4-af2b-413313a223c1/44306ec77bd74e1e95943f747007d954.jpg,9.1529667,76.7356123,28/09/2021,species,Tirumala limniace (Cramer 1775),Blue Tiger:English,KERALA,Pathanamthitta,September
15702319,Jini M. Thomas,"Kayamkulam, Kerala, India",,17/09/2020,/55e2ae0b-ae99-47ae-a0bc-bb131759d459/22523.jpg,9.1748422,76.5013352,16/09/2020,species,Junonia iphita Cramer 1782,Chocolate Pansy:English,KERALA,Alappuzha,September
15518699,Jini M. Thomas,"Kayamkulam, Kerala, India",,09/09/2020,/d9e2ac4b-259e-4038-9877-2372df849cd3/16622.jpg,9.1748422,76.5013352,08/09/2020,species,Euploea core Cramer 1780,Common Crow:English,KERALA,Alappuzha,September
15860767,Aishwarya Nair ,"Kareelakulangara, Kerala, India",,26/09/2020,/d10c7a4e-09e8-45b5-a63e-74070ff4e011/30115.jpg,9.193587975,76.48522292,25/09/2020,species,Euploea core Cramer 1780,Common Crow:English,KERALA,Alappuzha,September
